"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","","_","__","___","____","se","se_","se__","se___","se____","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5"
1,1,1,1,1,0,1,0,0,0,0,0,0,3,NA,FOCE_I,NA,0.65,0.3,-668.31796966365243,63.9006,214.935,0.0063886,0.00604651,0.896263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
