"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","","_","__","___","____","_____","se","se_","se__","se___","se____","se_____","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6"
1,1,1,1,1,1,0,0,0,0,0,1,0,3.3,26449900000,FOCE_I,NA,5.21,1.58,-2084.1654479305971,1.94734,35.3281,27.0981,27.101,0.477159,0.000273625,1.13885e-06,0.0319252,1.93662,1.93919,0.000338439,9.687e-07,NA,NA,NA,1.16662e-10,0.0157724,0.0657412,1.01179,1.82098,3.08571
