"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","","_","__","___","____","_____","se","se_","se__","se___","se____","se_____","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6"
1,1,1,1,1,0,0,1,0,7,2,0,0,4.5,NA,FOCE_I,NA,3.22,0,-2587.1203142467612,133.489,0.7,0.219415,0.232616,1e-05,0.00181957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
