"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","","_","__","___","____","_____","se","se_","se__","se___","se____","se_____","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6"
1,1,1,1,1,0,0,1,0,7,3,0,0,3.2,NA,FOCE_I,NA,2.82,0,-2587.1119294018235,133.503,0.7,0.452044,0.0001,0.0001,0.00182044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
