21,2,2,21,3,6,26,20,1,4,3,31,26,7,29,28,15,13,15,25,31,14,25,11,14,8,28,30,27,24,3,16,7
30,2,26,22,9,33,7,15,15,16,19,18,14,16,22,30,6,6,10,18,7,10,5,3,28,9,5,1,33,17,8,7,10
18,3,3,22,23,7,1,15,28,15,5,16,20,21,16,30,29,26,28,32,29,9,31,25,33,25,13,23,18,14,28,14,32
23,4,13,25,30,28,27,9,20,4,2,3,33,28,21,17,18,26,11,12,10,24,30,14,9,3,25,28,5,28,8,19,5
29,9,6,20,1,8,11,4,12,17,30,8,12,21,10,7,24,4,12,7,2,30,5,5,13,27,22,16,18,26,10,17,11
6,20,20,27,11,16,7,3,27,24,7,21,26,32,19,15,16,22,33,29,29,19,29,13,16,1,13,4,22,14,13,30,23
25,31,8,3,23,31,11,1,22,26,12,18,4,22,29,18,5,12,33,7,21,1,22,5,15,29,31,1,2,27,15,17,31
26,24,16,21,14,23,22,3,22,29,22,2,23,7,9,23,2,21,22,30,29,32,8,24,28,11,22,30,27,19,6,14,10
27,23,12,9,20,22,18,14,23,6,9,9,26,25,11,8,11,14,23,24,13,23,5,1,14,11,9,30,6,27,22,5,5
23,22,18,28,4,22,26,3,32,15,14,2,27,17,22,19,18,26,27,15,10,5,7,10,16,20,10,8,29,22,28,2,3
20,5,27,22,4,4,25,31,15,30,24,29,30,23,28,8,3,4,10,3,3,26,11,8,11,30,31,4,1,9,7,16,30
24,26,16,25,8,4,18,10,10,25,7,23,4,20,18,22,16,13,17,10,4,22,15,4,7,7,16,7,12,28,8,15,28
29,15,22,13,33,3,19,16,14,19,30,3,14,2,3,29,33,27,27,6,4,12,17,29,5,8,20,27,7,17,28,17,9
8,16,14,31,11,23,29,21,33,11,20,6,28,32,30,1,4,30,18,3,4,27,7,11,5,16,30,10,30,27,20,1,30
18,13,26,17,15,28,31,7,26,32,12,10,24,8,31,20,14,12,29,1,21,13,24,15,32,23,10,5,23,32,30,21,9
6,29,14,20,6,28,33,24,11,18,20,21,21,32,21,2,6,2,22,16,16,18,19,32,27,24,23,31,24,8,17,23,15
22,7,23,19,1,11,28,23,28,23,7,22,9,30,7,26,7,17,3,10,28,2,1,30,21,4,21,14,19,27,20,29,26
17,28,5,21,13,31,2,15,1,20,4,16,8,31,9,24,23,24,3,27,14,2,28,22,15,33,29,3,1,16,17,25,15
29,6,18,12,3,17,19,32,21,1,6,28,15,21,3,6,6,26,1,15,5,5,21,17,26,14,11,24,26,18,26,18,12
17,28,4,25,23,31,21,21,16,27,2,23,28,1,2,2,18,8,33,3,21,16,29,1,18,14,2,26,3,17,31,1,20
4,21,13,28,31,24,33,33,13,12,18,15,8,6,14,15,12,18,4,33,17,1,6,29,17,26,7,13,29,12,31,29,31
12,31,1,15,22,17,19,26,2,27,24,2,3,25,24,19,3,15,18,33,7,2,28,27,12,3,10,21,12,9,30,7,13
25,26,4,21,12,18,26,13,11,4,19,5,15,1,3,33,22,7,4,12,33,14,31,12,22,21,9,6,25,33,29,13,19
5,9,2,7,33,22,31,16,12,25,33,19,4,26,1,9,14,11,18,19,21,26,31,9,11,12,4,24,7,9,14,28,31
17,29,12,30,20,22,26,33,2,11,32,32,13,8,32,12,31,31,2,5,20,25,7,10,17,20,24,11,24,21,30,20,32
12,20,27,14,12,11,14,28,22,30,31,31,9,2,32,4,33,2,23,23,25,5,33,23,12,27,27,7,23,29,10,24,23
28,18,17,16,25,13,20,29,31,17,12,13,21,18,12,33,26,15,13,15,28,24,5,19,18,30,32,3,5,8,16,33,10
2,28,18,15,32,27,15,6,1,17,29,26,2,33,11,31,11,16,11,24,21,15,5,16,24,5,10,22,21,8,10,29,20
7,28,4,6,15,14,4,1,11,13,25,23,13,21,32,8,4,13,28,24,19,30,14,13,19,26,26,29,2,28,22,29,17
28,20,24,16,14,15,19,19,14,1,19,7,28,26,5,33,32,14,5,29,32,4,11,14,23,30,33,31,6,32,17,8,25
5,25,22,29,27,11,14,25,12,20,8,11,8,11,33,24,2,21,2,26,28,13,1,21,29,22,23,32,7,22,10,27,25
20,18,26,10,10,23,6,22,10,15,17,22,4,13,31,16,15,4,20,10,10,22,2,27,15,10,10,17,24,25,28,4,10
25,15,29,20,8,5,1,27,16,26,16,2,2,25,23,5,5,25,18,32,18,19,32,13,23,24,5,16,28,14,22,17,15
21,28,28,20,18,15,4,9,3,25,23,25,2,32,2,15,31,2,28,16,3,31,4,13,30,17,32,2,10,3,1,31,1
29,12,33,17,25,8,12,21,23,11,33,2,5,17,5,21,31,17,31,26,28,3,20,31,7,33,21,18,32,16,21,27,8
11,19,16,5,18,8,1,11,22,5,16,22,29,6,13,9,3,30,29,3,15,26,10,17,15,29,30,2,33,6,23,23,19
27,6,3,11,10,31,32,20,9,29,6,5,33,8,19,28,4,12,27,33,6,16,28,6,28,24,14,27,27,1,10,11,20
23,24,10,28,3,28,21,26,26,15,16,15,7,13,27,23,8,31,24,21,6,29,19,7,11,12,32,30,16,6,15,4,21
18,13,24,16,22,14,12,28,11,11,13,19,33,15,17,3,4,21,33,4,14,25,4,33,10,28,24,17,7,31,10,17,28
14,6,15,10,6,11,7,24,11,18,15,11,13,7,32,9,29,12,27,5,21,13,32,7,23,18,20,8,28,18,33,6,6
3,17,6,1,12,31,21,3,2,6,27,5,8,18,24,11,25,14,29,16,24,13,6,16,28,15,26,7,21,14,24,12,12
5,2,6,25,5,10,14,10,27,23,32,4,23,4,15,11,28,28,5,6,16,18,6,26,20,32,20,32,8,18,25,5,23
16,10,28,18,15,20,12,23,32,24,22,12,3,22,13,2,18,3,28,5,30,17,26,4,28,24,4,22,1,15,26,22,17
12,7,2,16,6,26,30,4,29,2,26,18,30,25,7,14,33,13,5,4,15,22,31,8,18,22,10,27,15,21,15,8,30
28,30,25,21,2,27,9,9,13,30,18,20,1,14,9,2,11,20,27,26,16,31,24,16,9,3,6,25,28,20,15,29,7
17,5,20,10,25,2,12,20,16,5,3,2,5,14,3,22,4,31,18,5,28,11,4,2,26,1,12,28,7,4,22,7,30
12,5,18,14,8,7,7,1,21,13,15,10,23,32,17,6,6,24,29,31,8,1,9,12,31,25,28,33,8,22,2,11,19
16,18,22,21,19,14,18,21,4,9,26,33,8,9,3,28,18,32,12,4,3,8,18,33,28,30,12,8,10,5,28,27,17
33,29,6,4,20,5,28,5,21,32,29,30,11,15,1,6,28,16,24,30,24,10,32,28,8,16,25,15,20,10,31,7,5
32,31,22,26,21,17,9,25,20,19,9,21,33,7,2,15,22,2,22,7,24,30,12,31,1,2,9,2,20,4,19,2,23
15,13,5,20,17,15,21,15,4,6,24,28,33,17,13,7,17,7,1,17,2,19,32,1,31,16,2,29,22,17,7,19,7
8,13,20,9,12,10,17,28,9,21,12,10,33,32,20,29,18,3,5,20,18,20,13,6,1,19,7,32,7,21,13,1,10
17,5,4,7,23,1,1,13,8,8,23,28,29,4,13,15,21,12,9,17,5,20,9,6,9,8,13,19,15,6,28,6,6
15,22,4,7,31,32,11,14,14,12,13,14,17,10,20,21,22,32,19,33,3,30,8,30,12,7,2,1,21,11,16,16,31
20,26,21,2,33,19,29,32,2,21,27,4,23,25,27,31,15,3,1,16,31,9,8,21,25,16,11,7,2,13,19,29,9
7,29,4,3,10,15,29,16,17,29,8,31,18,32,2,19,23,19,32,20,22,13,14,15,17,5,20,9,8,12,15,5,15
12,32,17,21,10,2,4,15,23,21,7,6,14,21,33,29,6,12,19,31,20,28,3,25,13,26,8,5,3,32,14,32,19
31,29,29,22,25,7,17,26,18,20,32,26,30,13,5,18,4,14,32,10,20,33,31,6,20,16,21,14,28,3,33,29,17
9,5,6,23,3,2,6,21,19,15,7,22,29,33,28,6,8,20,24,33,15,9,6,28,8,15,30,6,2,27,9,26,25
33,2,13,28,29,2,19,26,19,16,2,7,6,13,31,15,28,29,8,33,6,16,31,33,10,32,20,7,23,9,13,3,12
25,1,12,23,12,22,3,21,2,32,32,29,23,24,13,13,29,24,32,10,1,28,6,25,28,15,8,28,1,18,28,16,13
29,20,16,23,24,13,24,23,29,25,11,21,22,32,17,24,24,29,12,15,1,33,33,9,10,33,10,6,31,12,10,26,1
7,23,18,14,11,17,29,13,11,5,20,31,14,16,20,8,9,31,11,10,11,31,22,25,21,14,13,7,20,24,6,23,14
23,19,22,26,5,5,9,16,5,32,7,30,11,10,3,1,25,2,27,29,33,32,22,16,19,10,6,18,11,20,28,13,4
5,13,15,26,7,2,7,32,2,2,8,5,15,3,13,24,33,31,9,13,19,22,13,12,6,15,16,33,33,15,22,31,10
22,32,32,23,15,15,32,14,31,20,22,25,18,20,2,11,11,16,33,19,32,5,30,8,4,1,29,22,6,5,1,22,26
13,26,24,32,33,9,12,13,8,15,32,28,27,16,5,29,10,21,24,17,5,3,13,17,29,19,30,7,9,6,24,4,3
31,16,15,12,29,33,33,1,6,33,18,29,32,7,21,27,5,18,18,5,7,26,9,9,12,30,3,16,19,9,23,24,11
10,31,12,24,14,2,12,30,25,5,20,14,2,3,8,26,15,13,13,6,21,11,11,20,11,17,5,31,7,15,6,31,21
13,33,8,16,23,24,4,33,23,18,27,20,29,22,12,3,21,23,32,2,13,2,15,27,31,19,25,12,18,8,28,29,23
29,17,22,3,17,23,1,1,7,17,11,7,6,24,11,22,1,8,9,1,1,21,29,11,22,18,20,2,6,27,31,16,30
5,16,11,21,33,13,21,10,21,25,23,27,32,24,14,28,26,11,19,4,16,18,22,17,1,12,26,10,27,13,10,25,21
5,24,11,22,9,15,31,3,15,19,29,4,21,23,6,26,18,16,18,33,24,23,22,14,4,22,7,9,29,26,8,11,21
5,25,18,6,3,31,10,25,27,8,14,25,15,11,31,21,17,1,11,6,7,11,17,4,30,4,9,25,26,27,9,2,5
30,7,4,2,9,25,14,11,32,32,8,28,9,18,8,10,21,1,4,28,12,29,21,31,31,7,33,24,28,6,11,12,5
29,32,14,15,5,15,32,24,12,8,5,27,9,5,32,7,5,16,9,5,5,32,13,11,26,15,32,27,20,10,6,2,26
20,11,1,15,23,33,26,8,11,17,13,1,5,31,24,22,1,24,32,33,8,8,15,6,10,13,23,4,9,30,6,29,4
7,11,20,16,33,21,2,31,19,15,14,12,21,10,27,24,9,24,14,22,14,30,19,1,24,30,22,19,13,22,2,21,24
30,29,13,11,9,28,27,25,25,11,13,33,2,8,8,11,32,25,32,22,6,4,6,15,18,4,27,31,5,27,13,8,13
8,21,7,1,30,24,21,11,3,25,5,23,10,24,22,5,32,4,14,11,29,5,9,12,22,10,19,12,7,18,11,9,1
28,4,4,26,24,30,24,32,8,5,23,25,18,28,9,19,30,12,6,16,12,2,25,22,32,29,33,12,26,20,20,31,12
32,28,5,6,11,21,27,22,9,17,13,13,9,27,28,16,31,27,20,21,26,23,10,11,4,14,13,6,21,7,4,4,17
8,23,32,17,19,12,5,25,9,2,11,17,4,28,9,7,19,11,5,8,16,23,6,22,13,22,18,6,10,17,23,21,19
4,16,12,25,24,11,17,16,22,8,6,24,19,25,33,4,5,33,13,26,22,11,2,29,20,33,19,28,22,5,21,13,12
7,18,5,9,27,6,10,18,7,6,17,32,3,13,12,31,2,8,2,2,32,5,28,27,14,9,17,10,8,23,3,14,15
28,25,28,13,32,18,25,9,19,26,32,8,12,8,19,32,9,17,31,32,1,33,22,19,25,29,28,29,5,7,28,6,31
6,17,28,5,20,30,3,25,28,18,32,24,12,17,19,15,18,33,3,29,15,14,14,17,24,9,19,1,16,20,28,19,2
13,12,5,4,26,4,4,25,24,17,12,20,1,16,31,14,29,30,22,26,18,5,6,11,5,22,12,9,21,5,4,7,3
15,12,4,13,16,6,21,22,32,25,16,8,3,8,24,33,25,31,17,22,13,2,25,5,26,22,23,29,2,7,13,14,18
15,9,3,16,8,1,19,16,24,16,8,25,1,27,2,10,6,3,28,27,26,18,8,2,14,20,31,20,4,24,12,10,16
21,32,29,14,26,24,33,14,6,16,10,15,5,32,7,12,20,10,10,1,30,33,11,17,27,7,31,31,33,24,5,19,16
8,21,4,2,17,31,25,15,19,28,5,28,24,15,7,20,20,14,23,21,2,21,28,10,19,7,22,12,21,31,9,10,1
18,32,27,10,10,29,9,10,25,24,21,15,19,14,28,6,12,3,14,31,4,22,31,23,26,6,1,1,22,13,9,5,11
12,20,16,33,31,17,33,4,30,9,20,25,28,9,13,7,14,28,4,14,10,19,26,2,24,16,30,5,30,28,7,19,9
18,11,8,14,27,8,14,9,23,8,25,14,16,30,24,17,1,5,25,19,10,3,27,25,11,12,12,29,20,24,2,19,23
1,7,11,32,21,11,14,2,11,26,4,32,18,15,16,17,8,4,17,26,18,5,3,3,27,27,24,14,19,4,26,29,17
7,33,16,10,1,1,23,9,32,23,18,21,8,5,4,33,8,27,20,20,25,9,12,22,10,15,25,15,9,17,14,15,17
27,30,7,22,32,11,20,30,14,15,23,11,1,32,11,30,19,32,29,2,15,28,4,23,3,15,25,28,31,30,2,1,21
32,7,4,25,24,21,33,24,32,14,18,2,18,23,24,28,12,33,19,16,9,24,15,15,15,12,33,3,10,2,23,2,27
2,6,26,26,8,23,17,14,18,8,3,28,18,14,13,16,19,32,16,13,31,28,19,1,26,23,16,12,17,15,9,25,31
23,23,6,31,9,23,28,15,11,2,13,31,20,8,33,30,21,13,17,10,27,32,5,13,30,5,20,24,3,33,14,6,15
5,6,27,2,14,32,32,3,26,23,20,31,18,30,7,28,13,30,24,3,11,6,27,32,6,3,33,26,27,4,13,29,7
9,29,25,6,30,26,31,20,13,30,29,1,21,13,5,3,17,17,11,30,23,23,6,27,8,22,12,19,27,22,17,2,31
4,11,31,6,7,3,25,24,15,26,4,12,10,30,18,32,9,21,23,23,9,15,23,2,22,4,15,11,16,5,27,32,3
8,3,12,10,7,5,31,17,22,9,20,24,20,7,17,19,20,4,2,16,4,32,21,19,25,23,29,12,33,15,10,13,25
6,5,17,23,7,28,3,4,4,25,23,13,16,17,28,5,9,3,2,33,17,7,9,15,8,7,13,15,19,4,9,32,29
30,26,14,9,10,29,3,32,28,18,22,15,27,18,30,2,16,30,20,29,33,28,12,8,26,20,19,17,18,10,33,13,31
27,24,23,31,25,26,28,18,11,16,1,13,27,1,28,22,15,10,16,3,9,6,31,26,1,24,13,27,12,14,4,32,11
27,21,29,5,11,5,29,3,11,14,10,18,26,19,30,13,1,12,27,6,30,25,33,18,16,15,19,19,9,1,7,30,28
20,16,5,22,22,23,6,18,29,23,16,25,31,8,20,26,12,9,25,1,29,15,26,27,1,2,11,10,1,6,5,31,23
3,10,33,10,22,25,6,25,1,7,15,27,10,1,16,27,16,10,19,29,8,13,21,5,15,17,14,4,22,18,7,20,6
6,30,3,29,11,18,4,22,32,25,17,20,30,31,21,10,4,28,20,31,19,14,28,22,29,28,20,11,10,19,1,3,21
21,32,3,2,1,12,8,8,25,21,27,8,1,28,13,5,1,16,1,3,19,22,22,9,8,31,1,4,17,13,7,27,31
29,25,19,28,12,27,16,11,22,21,7,29,22,24,21,5,3,4,4,13,10,9,16,16,26,7,31,27,20,1,1,20,19
13,16,28,33,18,11,9,1,20,32,13,32,4,32,3,25,6,5,1,6,7,20,13,22,8,14,2,32,11,4,3,22,28
3,7,27,6,33,31,32,15,15,30,3,16,9,10,27,17,10,6,10,29,31,15,28,32,23,10,18,14,27,4,20,2,33
21,7,10,10,22,32,12,21,28,15,31,4,3,22,24,28,17,1,8,27,3,21,28,22,9,19,16,22,2,22,12,7,28
