__version__
1.7.0

parameter_statistics
,mean,median,bias,stderr,RSE
EPS,,,,,
OMEGA_2_2,,,,,
THETA_1,1.5931384100000001,1.588825,0.003918410000000039,0.10744291234222102,0.06744104069540387
THETA_2,,,,,
THETA_3,,,,,
THETA_4,,,,,
THETA_5,,,,,
THETA_6,,,,,
THETA_7,,,,,
_,8.334074465000002,8.330775,,0.5016889795794098,0.060197323852374494
__,56.330346999999996,56.188950000000006,,5.685406688374817,0.10092972955367766
___,43.85972335,43.89815,,2.5667781188750123,0.058522442068139766
____,20.53941255,20.4762,,1.480736053585409,0.0720924247458776
_____,0.041732263150000004,0.0415026,,0.005118015629468008,0.12263930214069897
______,0.8426534105000001,0.8410405,,0.048109367595793893,0.057092710948914965
_______,0.0952586309,0.09455745,,0.020658236954021983,0.21686472667981607
________,0.2736355495,0.2705565,,0.05567713249811053,0.20347185371142915
_________,0.04582427445000001,0.045739249999999995,,0.003907225931810612,0.08526541835537149
not,,,,,

parameter_distribution
,min,0.05%,0.5%,2.5%,5%,median,95%,97.5%,99.5%,99.95%,max
THETA_1,1.22666,1.2764650849999999,1.32222285,1.39010425,1.419897,1.588825,1.7721299999999998,1.81493775,1.8778769999999994,1.9576863150000114,2.07026
_,6.74534,6.84694917,7.1268179499999995,7.36777775,7.523097,8.330775,9.1605555,9.36817825,9.69523075,9.964488280000051,10.4608
__,41.1155,41.48301615,43.3635435,45.697799999999994,47.33805,56.188950000000006,65.8755,67.93106,72.76574949999994,77.73500020000036,81.3336
___,35.3205,35.637641349999996,37.106936,38.772502499999995,39.545355,43.89815,47.983315,48.603715,50.05614649999999,51.4223058500001,52.4335
____,14.7685,15.410678749999999,16.910153500000003,17.776085,18.129235,20.4762,23.0366,23.47965,24.716557999999996,26.024381550000015,26.1874
_____,0.0269525,0.02861736715,0.0303511615,0.0323298425,0.03384463,0.0415026,0.050303835,0.05245354249999999,0.05672656199999999,0.061081499200000326,0.0642783
______,0.712723,0.7137934645,0.73646961,0.75437105,0.7676416500000001,0.8410405,0.92732745,0.94200415,0.9752819299999996,1.0130625400000046,1.05812
_______,0.0222325,0.0347112575,0.043816666500000004,0.056698917499999994,0.06224289,0.09455745,0.1303085,0.13729197499999998,0.15331122999999974,0.17291973850000014,0.174396
________,0.108105,0.1226367305,0.15001417,0.17156159999999998,0.18670015,0.2705565,0.36937295,0.39080409999999993,0.42137642499999867,0.46765312600000186,0.485896
_________,0.0350722,0.03548109545,0.037136818,0.0387849475,0.039676495000000006,0.045739249999999995,0.05227772,0.0540893075,0.05749483699999999,0.05869804630000009,0.0595902

covariance_matrix
,THETA_1,_,__,___,____,_____,______,_______,________,_________
THETA_1,0.011543979412578188,-0.006831050951126211,-0.22801527176215114,0.014812180154703855,0.04035311651571238,-5.868438702610455e-05,-0.0010178212410378242,0.00021249929390808507,0.0012919176483328716,7.707093416695899e-05
_,-0.006831050951126211,0.25169183223142944,1.642674498074182,0.10399660527187818,-0.08430595956131647,-0.0008224419474391845,-0.0034943917216286972,-0.0020419311482871125,-0.006907523445836434,0.00023439344774145145
__,-0.22801527176215114,1.642674498074182,32.3238492122171,-1.9837359100724867,-1.1432262890993992,-0.011012715606351222,-0.037168559789488256,0.004819033641398398,-0.06184654466130716,-0.0008760089670126562
___,0.014812180154703855,0.10399660527187818,-1.9837359100724867,6.588349911535541,2.0266231214526838,0.0005998015869939442,0.016722462915322485,-0.0033485296583656973,-0.0063228007270943725,0.0019577835623777805
____,0.04035311651571238,-0.08430595956131647,-1.1432262890993992,2.0266231214526838,2.192579260387691,0.0012802349469909627,0.01928146426267956,-0.0014394730813684792,0.003095716174991271,2.0972266108706975e-05
_____,-5.868438702610455e-05,-0.0008224419474391845,-0.011012715606351222,0.0005998015869939442,0.0012802349469909627,2.6194083983478822e-05,0.00022440566678391885,-9.29494348880574e-06,-5.269018394422305e-05,-7.25677002464384e-06
______,-0.0010178212410378242,-0.0034943917216286972,-0.037168559789488256,0.016722462915322485,0.01928146426267956,0.00022440566678391885,0.0023145112504672238,-7.512062570678783e-05,-0.0006736790602121759,-7.665185357109725e-05
_______,0.00021249929390808507,-0.0020419311482871125,0.004819033641398398,-0.0033485296583656973,-0.0014394730813684792,-9.29494348880574e-06,-7.512062570678783e-05,0.00042676275404851955,0.0005964311267597002,-1.563007521092096e-05
________,0.0012919176483328716,-0.006907523445836434,-0.06184654466130716,-0.0063228007270943725,0.003095716174991271,-5.269018394422305e-05,-0.0006736790602121759,0.0005964311267597002,0.0030999430832121563,2.5144272174126778e-05
_________,7.707093416695899e-05,0.00023439344774145145,-0.0008760089670126562,0.0019577835623777805,2.0972266108706975e-05,-7.25677002464384e-06,-7.665185357109725e-05,-1.563007521092096e-05,2.5144272174126778e-05,1.526641448221331e-05

ofv_distribution
,min,0.05%,0.5%,2.5%,5%,median,95%,97.5%,99.5%,99.95%,max
bootstrap_bootdata_ofv,-8378.013662840956,-8278.716954342728,-8126.285247132167,-7937.891089065402,-7855.623980628315,-7445.3818474924765,-7085.025020759588,-6997.729181705626,-6875.437039063105,-6750.47572877413,-6604.856940131897
original_bootdata_ofv,-8361.635340850813,-8250.817577662367,-8091.966649740003,-7918.4418812499425,-7835.482192370812,-7426.790023962498,-7058.154960004704,-6980.032221227608,-6855.793660263355,-6741.264803796172,-6594.989979412865
bootstrap_origdata_ofv,,,,,,,,,,,
original_origdata_ofv,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377,-7434.542139538377
delta_bootdata,1.1778128489950177,1.558075524821163,2.03916299556045,3.4795025617997224,4.7339578379147955,14.511204899663426,41.72587814834095,51.06652351078471,68.47635953536718,114.71216565495956,117.71149341355886
delta_origdata,,,,,,,,,,,

ofv_statistics
,mean,median,stderr
bootstrap_bootdata_ofv,-7455.187725461888,-7445.3818474924765,234.51586245016765
original_bootdata_ofv,-7437.4341024386495,-7426.790023962498,234.1382212784143
bootstrap_origdata_ofv,,,
original_origdata_ofv,-7434.5421395383755,-7434.542139538377,1.819444321498085e-12
delta_bootdata,17.753623023238355,14.511204899663426,12.497645888289725
delta_origdata,,,

included_individuals
10,31,19,7,7,4,33,33,32,18,28,10,2,26,4,1,26,7,32,30,2,21,33,27,10,26,23,13,11,16,32,3,22
14,13,21,21,28,19,32,2,10,9,25,13,6,32,28,14,6,1,21,14,10,26,7,23,26,2,6,11,15,24,29,20,28
26,20,19,10,17,20,12,2,32,9,7,19,1,30,4,27,19,21,32,9,20,32,5,6,27,11,2,8,6,23,15,26,12
28,8,4,10,18,4,4,2,26,31,14,14,15,27,2,21,24,33,13,31,33,10,33,1,6,20,27,18,30,2,8,30,13
7,22,1,21,2,26,13,19,15,12,14,32,27,4,8,26,29,17,23,22,24,29,8,5,10,4,20,32,19,21,2,19,18
15,3,20,27,27,29,24,26,27,26,19,14,31,12,16,11,28,28,1,21,10,33,25,18,14,18,9,8,2,24,9,28,9
4,24,3,13,5,9,21,5,17,18,16,30,12,11,5,10,27,26,20,30,11,15,19,2,3,12,11,14,24,1,6,2,14
25,5,33,10,28,4,3,12,2,10,3,12,30,22,23,8,14,7,18,7,26,22,30,25,21,30,33,7,16,28,12,28,26
8,2,30,1,33,12,13,6,28,22,21,16,16,32,17,31,9,30,29,28,11,3,24,12,28,28,17,13,27,18,20,12,21
3,1,19,14,25,14,5,7,1,12,28,13,9,31,15,15,14,4,9,32,25,14,18,18,19,25,7,11,28,5,18,1,1
20,32,8,17,23,23,10,26,19,17,4,1,13,26,10,27,17,21,14,30,24,26,2,2,21,9,30,26,22,9,2,30,28
29,13,32,11,23,30,27,23,3,9,33,24,24,19,9,16,3,5,8,8,2,29,14,7,7,19,18,19,16,31,17,33,6
9,15,27,6,27,29,33,1,17,4,23,11,3,25,10,24,1,4,33,18,32,2,27,14,21,31,27,28,9,23,2,23,33
22,17,8,21,17,22,20,18,17,16,29,27,8,8,1,2,19,33,15,24,27,30,17,16,3,2,31,1,22,27,13,23,8
5,16,8,14,32,8,12,8,32,27,20,4,11,31,19,13,17,21,2,12,1,25,3,26,27,6,15,15,2,20,25,26,8
19,4,31,30,2,16,4,13,11,31,13,7,6,10,9,4,14,8,18,30,23,16,19,5,13,19,1,29,21,31,31,21,28
18,17,30,26,17,13,31,10,18,2,30,9,3,2,17,9,5,1,13,19,26,12,26,21,11,6,6,2,18,3,27,17,14
22,6,25,8,12,19,10,29,12,18,16,9,30,29,13,6,30,21,3,17,4,13,5,9,2,18,23,15,4,18,24,26,8
33,16,18,4,28,6,20,3,27,24,26,29,7,13,14,23,11,31,8,23,11,14,2,25,27,13,8,26,1,33,13,8,17
13,23,31,33,2,25,33,24,16,4,33,12,32,20,2,24,16,16,30,30,7,14,1,16,5,5,33,20,31,25,26,26,21
10,26,30,13,4,33,27,8,25,3,20,12,15,4,4,17,3,29,21,26,32,26,22,13,33,27,27,5,6,23,8,19,29
27,17,22,4,17,25,14,13,4,8,31,21,18,33,30,24,11,12,10,14,1,24,9,5,17,6,7,12,6,3,8,28,20
30,5,30,31,15,24,3,26,20,27,33,29,17,15,2,16,5,4,25,30,18,7,14,3,6,2,32,9,20,8,13,20,2
16,10,24,17,21,20,11,9,8,23,3,26,22,29,17,4,11,21,10,23,23,28,32,31,19,31,6,3,29,17,10,6,30
12,32,4,24,4,8,14,4,16,5,20,21,24,1,6,15,29,8,33,3,14,5,12,11,8,16,21,18,6,10,16,17,9
17,13,33,3,32,15,13,27,24,21,28,31,30,19,31,10,32,29,23,33,19,21,16,33,10,25,15,14,24,31,14,23,18
7,31,2,31,3,18,7,2,8,5,29,30,5,6,10,33,17,29,28,32,11,6,27,8,29,22,21,33,6,17,17,22,10
25,9,12,7,30,10,32,31,25,20,7,27,10,33,23,14,15,11,21,2,26,7,9,15,13,31,1,19,11,25,16,29,7
23,13,17,4,14,33,7,1,25,10,20,6,8,20,31,9,21,3,13,25,20,15,31,13,22,4,10,20,9,28,25,22,2
4,28,10,18,18,4,28,29,25,20,15,31,28,6,26,7,18,16,8,14,20,26,2,25,26,17,23,19,7,22,24,14,22
12,19,31,13,4,7,2,22,31,29,14,26,30,28,10,33,3,18,14,24,26,13,14,25,32,33,33,32,10,7,17,18,10
2,7,1,30,26,27,26,13,13,32,30,27,29,19,16,4,3,11,16,26,16,29,20,3,33,22,32,19,17,22,25,20,16
29,17,9,23,16,7,3,25,16,3,27,27,13,24,17,8,29,11,20,6,31,14,31,7,5,20,8,10,23,8,7,1,18
33,32,29,22,5,26,27,14,30,17,19,10,33,31,31,29,27,9,5,3,25,22,8,11,19,10,31,9,12,2,26,17,27
27,4,13,25,16,8,20,17,31,14,14,19,19,24,28,16,24,1,6,26,15,6,32,28,13,29,33,4,1,29,1,11,20
16,6,12,7,1,17,12,14,22,20,2,25,32,17,25,16,5,19,10,11,15,6,12,30,29,13,1,8,17,26,8,9,12
26,25,15,17,13,20,22,13,31,15,26,9,33,27,33,9,8,28,9,30,30,7,13,7,12,15,19,4,10,23,31,33,4
24,25,31,27,12,28,17,24,7,15,7,2,6,32,25,28,12,12,11,3,7,16,24,17,14,16,19,18,31,5,21,16,23
22,26,2,20,5,23,30,32,3,6,19,6,7,31,33,13,1,8,32,3,3,33,3,12,28,2,7,17,4,33,8,25,10
17,1,29,10,30,33,5,23,13,13,19,22,30,24,18,12,4,4,3,8,33,25,27,11,7,14,8,32,21,21,20,30,29
28,28,8,18,11,9,5,13,14,18,27,14,24,18,25,30,15,6,5,4,26,14,27,3,5,26,1,14,6,30,2,9,2
12,4,9,1,12,16,18,32,7,10,6,32,22,11,28,2,19,26,28,13,29,5,8,27,24,11,33,9,28,3,29,20,19
14,20,2,25,25,24,12,10,33,16,7,22,26,28,32,5,31,11,11,24,31,14,27,19,32,9,31,19,1,10,8,19,6
32,6,5,15,13,29,16,3,31,24,31,7,25,27,27,21,3,21,24,31,28,5,28,18,1,14,10,20,3,27,28,11,20
31,5,12,29,26,25,30,23,32,17,30,22,17,30,28,11,18,27,11,26,31,17,25,15,13,6,33,9,31,21,22,31,13
27,33,22,30,17,19,26,16,2,19,29,15,22,33,14,24,11,17,19,9,12,3,24,7,20,23,11,20,24,8,31,4,32
8,6,9,27,8,27,24,22,16,21,4,21,17,4,23,11,27,16,18,19,6,26,1,22,23,27,6,15,21,21,32,8,31
