"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","EGFRCL","CL","V1","V2","Q","KD","N","ETA(1)","ETA(2)","EPS(1)","seEGFRCL","seCL","seV1","seV2","seQ","seKD","seN","seETA(1)","seETA(2)","seEPS(1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10"
289,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,187.79,0,-7179.8752602137138,1.5306,8.30297,56.1615,45.8013,20.2217,0.040988,0.860262,0.0835544,0.173207,0.0461989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,226.24,0,-7528.8874158980143,1.4716,8.71136,60.1812,42.9798,18.9674,0.0404518,0.828419,0.10021,0.240457,0.0466512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,178.72,0,-7505.1681415256999,1.56258,8.58056,59.3933,41.2393,19.3275,0.0329929,0.743747,0.104404,0.380611,0.0504705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,200.45,0,-7690.3902929425194,1.62002,8.17681,64.6347,39.6135,19.1851,0.0338262,0.755848,0.114135,0.402938,0.0502357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,198.88,0,-7279.9508358041103,1.54426,8.35674,56.7328,41.9736,19.3078,0.0359657,0.791241,0.09915,0.321002,0.0473539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,198.95,0,-7604.9514811047638,1.68201,8.04023,52.4123,48.523,22.9433,0.0453912,0.872871,0.0900985,0.240059,0.046227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,306.3,0,-7189.6596144234300,1.59815,7.99955,50.2621,41.4258,21.0139,0.0483569,0.907663,0.0867957,0.258541,0.0439979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,1,1,0,1,0,0,0,0,0,0,2,0,3.6,NA,FOCE_I,NA,450.72,0,-7549.2890148904708,1.80085,8.11576,51.8868,42.1767,21.2293,0.0395248,0.821586,0.0923336,0.274831,0.0496938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,313.73,0,-7341.7597722770888,1.69444,7.85503,46.6361,47.3038,22.8129,0.0377794,0.798892,0.0987997,0.314207,0.052215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,251.12,0,-7380.9261449528449,1.54267,7.94342,52.2624,45.818,20.279,0.0567132,0.948435,0.0955713,0.239437,0.0438047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,311,0,-7419.6244697314005,1.35879,8.1978,66.2125,43.5882,17.088,0.0408432,0.845486,0.108531,0.199618,0.0419069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,508.29,0,-7437.9680725814233,1.57476,8.10444,54.0246,41.4966,20.0673,0.0443129,0.854173,0.128755,0.346498,0.0431286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,198.59,0,-7430.8605791663440,1.64118,7.7877,48.7332,41.9822,19.6158,0.0435203,0.804033,0.111841,0.317925,0.0503683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,168.66,0,-7581.8273655270177,1.82109,9.04613,52.8098,45.5955,19.9872,0.0361738,0.770083,0.0824071,0.324174,0.0482796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,1,1,0,1,0,0,0,0,0,0,0,0,3.9,NA,FOCE_I,NA,169.62,0,-7872.2176883911688,1.48726,9.41851,67.5038,43.7973,20.5064,0.0373243,0.834251,0.0716427,0.266515,0.0403752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,141.3,0,-7783.8258697063129,1.63997,8.96221,63.1927,48.4994,23.2989,0.0420662,0.85878,0.0734132,0.233343,0.0511335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,462.48,0,-7513.9937867395101,1.80477,7.38319,48.4385,38.1594,19.4791,0.0400534,0.800458,0.095049,0.307171,0.0396839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,1,1,0,1,0,0,0,0,0,0,2,0,3.5,NA,FOCE_I,NA,344.18,0,-7290.2179255062638,1.49576,8.0864,54.9508,45.5312,21.0604,0.0451827,0.875462,0.106973,0.252717,0.0402353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,270.41,0,-7539.3990282279756,1.6636,8.60928,53.9663,42.2603,18.7327,0.0476541,0.892498,0.11545,0.282992,0.0400693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,144.1,0,-7062.7923279985234,1.75546,8.93518,55.8109,47.3495,22.4552,0.0377514,0.83395,0.130973,0.277582,0.048132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,309.07,0,-7522.2015670780411,1.77471,8.24504,48.7176,43.5474,20.8743,0.0466395,0.871133,0.0774297,0.234193,0.0451072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,260.3,0,-7115.0386396851518,1.67871,7.72198,45.345,41.4972,20.6336,0.0482649,0.878878,0.0949765,0.289364,0.0455188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,534.23,0,-7509.6357743166873,1.70186,7.87674,47.7085,43.3979,21.1221,0.0501227,0.895932,0.0984858,0.231337,0.0415813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,275.32,0,-7377.6130041423939,1.58649,8.99943,61.276,45.3659,21.5484,0.0356362,0.818602,0.121869,0.328499,0.0491559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,250.91,0,-8094.0254320870490,1.6914,9.14905,66.5454,45.5906,20.935,0.0343136,0.7984,0.0950368,0.205621,0.0464442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,1,1,0,1,0,0,0,0,0,0,1,0,3.1,NA,FOCE_I,NA,506.14,0,-7510.8152536758171,1.5572,8.30775,55.5754,43.1424,19.6651,0.0419758,0.816776,0.129824,0.289381,0.0493388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,240.11,0,-7273.3941103127518,1.60945,8.79511,58.9057,43.0115,22.6075,0.0415467,0.844574,0.100398,0.224748,0.0444706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,189.3,0,-7346.3460203290151,1.59551,8.36269,52.6532,47.7412,21.7947,0.0459456,0.900772,0.0786104,0.217079,0.0464359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,213.38,0,-7844.3186820402152,1.56292,8.44306,54.4157,42.7188,21.4501,0.0400931,0.804577,0.0643694,0.196427,0.0452605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,1,1,0,1,0,0,0,0,0,0,1,0,3.2,NA,FOCE_I,NA,278.72,0,-7876.7383188531894,1.6661,8.86164,60.5385,45.5141,22.0894,0.0381496,0.803464,0.0884001,0.334741,0.047578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,337.59,0,-7356.7066836926551,1.43068,8.82945,54.7346,44.4157,20.1038,0.0413974,0.816108,0.0684821,0.271341,0.0467302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,1,1,0,1,0,0,0,0,0,0,0,0,4,NA,FOCE_I,NA,166.03,0,-7368.0191805660688,1.67386,7.38326,51.828,45.2726,21.9766,0.042874,0.84543,0.0970092,0.319838,0.0414249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,161.03,0,-7900.2003019363456,1.60148,8.62164,64.5543,42.6404,21.6147,0.0357059,0.783478,0.0557085,0.245225,0.0502313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,1,1,0,0,0,0,0,1,0,0,0,0,2.8,NA,FOCE_I,NA,276.55,0,-7260.7045554587885,1.56429,8.05176,49.1808,41.788,19.2241,0.0479274,0.871244,0.0894085,0.218944,0.0416642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,509.22,0,-7245.9731415830829,1.64555,7.04943,47.3385,45.6699,19.6099,0.0480873,0.886912,0.0768483,0.351061,0.0466299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,195.78,0,-7961.5542007679460,1.5634,8.72363,59.4127,39.7429,17.988,0.0391605,0.79075,0.0859253,0.238549,0.0447564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,174.23,0,-7853.7302937898412,1.55181,8.93296,65.1932,41.5078,21.7122,0.0415383,0.878349,0.0952904,0.27926,0.0462719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,186.65,0,-7466.4931337310245,1.69679,7.95106,51.2065,46.2024,22.6573,0.0381442,0.806149,0.0614409,0.325513,0.0458143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,1,1,0,1,0,0,0,0,0,0,0,0,3.7,NA,FOCE_I,NA,493.75,0,-7396.8119348005121,1.60113,7.3005,51.8922,40.9179,20.2167,0.0473069,0.849533,0.0992674,0.364356,0.039749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,219.39,0,-7503.8427474510663,1.46428,8.66136,64.8475,41.3168,17.7987,0.0405227,0.835463,0.113929,0.238894,0.0428252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,164.59,0,-7700.4006862105543,1.61751,8.80842,62.6132,44.121,21.7385,0.0385981,0.837514,0.118138,0.31999,0.0497012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,1,1,0,1,0,0,0,0,0,0,1,0,3.3,NA,FOCE_I,NA,363.19,0,-7177.1838135419239,1.57082,8.04093,51.7863,42.2113,21.1434,0.0516103,0.932425,0.0898537,0.200593,0.0442514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,209.18,0,-7258.6672624456241,1.58166,8.59106,53.9958,43.8176,21.1104,0.0462644,0.8894,0.0857565,0.328315,0.0410504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,255.28,0,-7583.3946871257485,1.5871,8.22747,52.9731,44.8447,21.9357,0.043316,0.855206,0.117408,0.32809,0.0507255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,213.95,0,-7241.0714393702774,1.59718,7.17836,54.2319,40.4687,20.1999,0.0374734,0.785612,0.14389,0.400673,0.0449711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,285.02,0,-7182.9759667984454,1.60518,8.1528,50.4326,48.4491,22.361,0.0458733,0.884389,0.129343,0.313165,0.0433588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,160.31,0,-7752.5126409165996,1.73149,7.73416,52.6938,46.4855,25.4899,0.044044,0.879367,0.0973943,0.22411,0.0399967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,220.99,0,-7369.1999182914951,1.58968,8.07159,57.8884,45.18,20.2923,0.0405636,0.829499,0.084864,0.242172,0.0484597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,1,1,0,1,0,0,0,0,0,0,1,0,3.8,NA,FOCE_I,NA,487.44,0,-7745.7978325410895,1.591,8.30027,51.5224,45.865,20.5534,0.0439687,0.862434,0.0707032,0.219833,0.0462123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,FOCE_I,NA,267.23,0,-7388.8409158429813,1.59801,8.29565,47.717,42.9283,19.0274,0.035936,0.767207,0.109108,0.283577,0.0428856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,1,1,0,0,0,0,0,1,0,0,0,0,NA,NA,FOCE_I,NA,227.62,0,-7382.2153406355446,1.90074,7.38665,46.1182,36.9151,20.3676,0.048607,0.863219,0.127629,0.366116,0.0415328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,221.49,0,-7952.1159538153497,1.49165,8.54436,62.8044,44.5356,20.1344,0.0483677,0.912904,0.100063,0.216338,0.0391742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,223.86,0,-7382.0406918139142,1.67742,8.06836,48.4998,47.4296,22.3655,0.0479705,0.877777,0.0813528,0.269737,0.0459408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,178.73,0,-7447.0680985709896,1.59481,8.91872,62.456,41.1938,19.7695,0.0376951,0.806734,0.107424,0.20926,0.0446782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,1,1,0,1,0,0,0,0,0,0,0,0,3.6,NA,FOCE_I,NA,312.57,0,-7261.8385658705783,1.69637,8.47408,57.0945,49.5492,19.8688,0.0351249,0.786868,0.121852,0.360665,0.0477654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,1,1,0,1,0,0,0,0,0,0,0,0,3.5,NA,FOCE_I,NA,157.1,0,-7862.9893419426880,1.52697,9.44754,63.2507,42.7826,18.0984,0.0380301,0.787833,0.0706256,0.218767,0.0420303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,1,1,0,1,0,0,0,0,0,0,0,0,3,NA,FOCE_I,NA,417.74,0,-7427.4024664254239,1.41072,8.6319,58.0478,42.9942,19.5023,0.0383874,0.832367,0.0935896,0.241277,0.0506283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,244.74,0,-7411.9925281681817,1.79164,8.05752,52.7398,39.4498,19.7015,0.0387393,0.789289,0.0814758,0.308193,0.0524908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,221.12,0,-7530.7380346274003,1.40149,9.02875,71.1148,42.2136,20.5277,0.0356126,0.803714,0.0874103,0.24544,0.0509452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,181.27,0,-7250.7807229989940,1.53656,7.92113,55.6579,43.7873,19.6432,0.0457955,0.887786,0.0763824,0.219859,0.0469458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,1,1,0,0,0,0,0,1,0,0,0,0,2.5,NA,FOCE_I,NA,199.38,0,-7468.7584057934691,1.55605,7.78963,56.9025,45.6282,20.7777,0.0447087,0.86998,0.0710238,0.231637,0.0466059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,271.09,0,-6962.0821929789799,1.57259,7.98198,47.7609,45.3505,22.2587,0.0473704,0.882631,0.125856,0.317206,0.0451625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,280.13,0,-7541.4330119915066,1.48572,8.7875,66.3301,41.4907,19.6108,0.041663,0.870394,0.06777,0.150651,0.045901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,1,1,0,0,0,0,0,1,0,0,0,0,2.9,NA,FOCE_I,NA,220.72,0,-7297.3891121561073,1.67885,8.45745,55.4655,45.1242,22.9441,0.0483779,0.912435,0.108905,0.24357,0.0412986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,1,1,0,1,0,0,0,0,0,0,0,0,3.3,NA,FOCE_I,NA,182.24,0,-7265.5859455326608,1.51523,8.69977,58.1918,44.5604,19.038,0.040517,0.834364,0.0736858,0.234973,0.0497392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,296.79,0,-7311.4612417083272,1.55443,9.06008,55.7988,46.3562,20.6168,0.0337004,0.797014,0.0737093,0.317717,0.0491348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,160.2,0,-7223.6585562028386,1.60777,7.38978,50.3567,44.8484,23.6247,0.0445139,0.857184,0.0943203,0.283555,0.0419689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,236.07,0,-7459.6179968070510,1.48903,8.31447,53.0016,43.4512,20.2384,0.0493282,0.881764,0.070168,0.236771,0.0495401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,1,1,0,1,0,0,0,0,0,0,0,0,3.2,NA,FOCE_I,NA,248.23,0,-6916.8623815926912,1.78356,7.57024,42.4482,39.84,20.071,0.046346,0.854635,0.123896,0.403484,0.046933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,1,1,0,1,0,0,0,0,0,0,1,0,3.4,NA,FOCE_I,NA,272.45,0,-7400.1101197753896,1.74783,9.10477,53.5391,45.641,20.3229,0.0457672,0.901399,0.11844,0.221667,0.0390568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,293.82,0,-7282.6192340712796,1.39689,8.47976,57.2706,46.0418,22.0554,0.0396959,0.84344,0.0870674,0.265706,0.0413746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,1,1,0,0,0,0,0,1,0,0,0,0,3,NA,FOCE_I,NA,326.02,0,-7337.0542129629066,1.45003,8.57411,63.0186,45.1572,18.7864,0.0341519,0.779668,0.101071,0.271883,0.0424001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,241.84,0,-7264.5334237186289,1.39469,7.78793,50.7025,44.6248,20.9817,0.0468623,0.86328,0.0730771,0.260376,0.0449145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,1,1,0,1,0,0,0,0,0,0,0,0,3.1,NA,FOCE_I,NA,239.3,0,-7485.4696295961921,1.55287,8.83322,57.7668,45.2725,22.1067,0.0470613,0.904698,0.0667349,0.275232,0.0492495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,1,1,0,1,0,0,0,0,0,0,0,0,3.4,NA,FOCE_I,NA,185.51,0,-7860.0194739043691,1.76122,8.41929,53.8249,46.0209,23.468,0.0411794,0.837483,0.0737846,0.250129,0.0422307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,1,1,0,1,0,0,0,0,0,0,1,0,3.5,NA,FOCE_I,NA,334.02,0,-7635.2025839096950,1.74231,9.19605,59.36,44.8159,20.6393,0.0361619,0.823937,0.0823194,0.214027,0.0447869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
